cleaned_text,text_cleaned,sentiment_label,sentiment_score
setengah tahun di puncak program makan siang gratis jangkau belasan juta pelajar industri lokal juga tumbuh dua digit enambulanpemerintah,tengah tahun puncak program makan siang gratis jangkau bas juta ajar industri lokal tumbuh digit enambulanpemerintah,LABEL_4,0.2517995238304138
kehadiran indonesia di brics bikin ekspor naik pesat program makan siang gratis bantu siswa dapat asupan bergizi enambulanpemerintah,hadir indonesia brics bikin ekspor naik pesat program makan siang gratis bantu siswa asupan gizi enambulanpemerintah,LABEL_4,0.25285962224006653
program makan siang gratis digeber pemerintahan prabowo partisipasi sekolah melonjak pelajar lebih aktif dan sehat enambulanpemerintah,program makan siang gratis geber perintah prabowo partisipasi sekolah lonjak ajar lebih aktif sehat enambulanpemerintah,LABEL_4,0.2781676650047302
progres pengentasan kemiskinan makin cepet dengan sinergi program makan siang gratis dan industrilisasi enambulanpemerintah,progres entas miskin makin cepet sinergi program makan siang gratis industrilisasi enambulanpemerintah,LABEL_4,0.2465822547674179
program makan siang gratis bukan sekadar janji tapi udah jadi kenyataan buat jutaan murid enambulanpemerintah,program makan siang gratis bukan sekadar janji udah jadi nyata buat juta murid enambulanpemerintah,LABEL_4,0.22682473063468933
program mencegah stunting ya fokusnya ke ibu hamil dong monyong kok malah makan siang gratis buat anak sekolah ya jelas bill gates kasi saran buat ibu hamil,program cegah stunting fokus ibu hamil dong monyong kok malah makan siang gratis buat anak sekolah jelas bill gates kasi saran buat ibu hamil,LABEL_4,0.29683423042297363
program sosial kayak makan siang gratis sekolah udah diterapkan di wilayah indonesia enambulanpemerintah,program sosial kayak makan siang gratis sekolah udah terap wilayah indonesia enambulanpemerintah,LABEL_4,0.24223148822784424
kerasa banget optimisme masa depan melihat presiden prabowo dorong program makan bergizi gratis,rasa banget optimisme masa depan lihat presiden prabowo dorong program makan gizi gratis,LABEL_4,0.2982969880104065
presiden prabowo hadirkan perubahan generasi sehat lewat program makan bergizi gratis nasional,presiden prabowo hadir ubah generasi sehat lewat program makan gizi gratis nasional,LABEL_4,0.28252339363098145
optimis banget sama langkah berani presiden prabowo perluas program makan bergizi gratis,optimis banget sama langkah berani presiden prabowo luas program makan gizi gratis,LABEL_4,0.2866356074810028
dukung terus program makan bergizi gratis presiden prabowo biar semua anak indonesia tumbuh maksimal,dukung terus program makan gizi gratis presiden prabowo biar semua anak indonesia tumbuh maksimal,LABEL_4,0.31281957030296326
presiden prabowo enggak mainmain soal masa depan buktinya gebrak program makan bergizi gratis,presiden prabowo enggak mainmain soal masa depan bukti gebrak program makan gizi gratis,LABEL_4,0.2834191918373108
berasa banget harapan baru tercipta berkat program makan gratis presiden prabowo,asa banget harap baru cipta berkat program makan gratis presiden prabowo,LABEL_4,0.285936176776886
lihat presiden prabowo push program makan bergizi gratis makin yakin indonesia bakal maju,lihat presiden prabowo push program makan gizi gratis makin yakin indonesia bakal maju,LABEL_4,0.2958339750766754
gizi oke masa depan oke bareng program makan bergizi gratis presiden prabowo,gizi oke masa depan oke bareng program makan gizi gratis presiden prabowo,LABEL_4,0.2594220042228699
efek positif nyata dari program makan bergizi gratis semakin terasa berkat visi presiden prabowo,efek positif nyata program makan gizi gratis makin asa berkat visi presiden prabowo,LABEL_4,0.2959698438644409
dukung penuh langkah presiden prabowo lewat program makan bergizi gratis buat indonesia emas,dukung penuh langkah presiden prabowo lewat program makan gizi gratis buat indonesia emas,LABEL_0,0.24510523676872253
bersama presiden prabowo optimisme indonesia emas terasa nyata dengan program makan bergizi gratis,sama presiden prabowo optimisme indonesia emas asa nyata program makan gizi gratis,LABEL_4,0.28543820977211
optimisme makin nyala sejak program makan bergizi gratis digodok serius sama presiden prabowo,optimisme makin nyala sejak program makan gizi gratis godok serius sama presiden prabowo,LABEL_4,0.2959740459918976
gak ragu lagi sama usaha presiden prabowo lewat program makan bergizi gratis kita siap jadi bangsa kuat,ragu sama usaha presiden prabowo lewat program makan gizi gratis siap jadi bangsa kuat,LABEL_4,0.27994704246520996
semangat presiden prabowo dalam program makan gratis bikin harapan bangsa makin membara,semangat presiden prabowo program makan gratis bikin harap bangsa makin bara,LABEL_4,0.2980758845806122
program makan gratis dari presiden prabowo bawa semangat positif buat seluruh generasi penerus,program makan gratis presiden prabowo bawa semangat positif buat seluruh generasi terus,LABEL_4,0.29681169986724854
berkat program makan bergizi gratis dari presiden prabowo target generasi emas bukan sekadar mimpi,berkat program makan gizi gratis presiden prabowo target generasi emas bukan sekadar mimpi,LABEL_4,0.293407678604126
program makan bergizi gratis presiden prabowo bawa harapan baru buat masa depan lebih cerah,program makan gizi gratis presiden prabowo bawa harap baru buat masa depan lebih cerah,LABEL_4,0.3109446167945862
program makan bergizi gratis bukti presiden prabowo gaspol buat masa depan sehat dan cerdas,program makan gizi gratis bukti presiden prabowo gaspol buat masa depan sehat cerdas,LABEL_4,0.29573243856430054
program makan bergizi gratis bikin indonesia makin solid terima kasih presiden prabowo,program makan gizi gratis bikin indonesia makin solid terima kasih presiden prabowo,LABEL_4,0.2870437502861023
dukung terus program makan bergizi gratis dari presiden prabowo demi masa depan cerah dan berkualitas,dukung terus program makan gizi gratis presiden prabowo masa depan cerah kualitas,LABEL_4,0.25849464535713196
klo apbn tekor pajak ga jadi naik bantuan china batal untuk menghemat makan siang gratis ga pake gizi bisa sprt ini,klo apbn tekor pajak jadi naik bantu china batal hemat makan siang gratis pake gizi sprt,LABEL_4,0.29908204078674316
brics membuat ekspor indonesia melonjak program makan siang gratis hadir di lebih dari ribu sekolah serta industri lokal naik kelas enambulanpemerintah,brics buat ekspor indonesia lonjak program makan siang gratis hadir lebih ribu sekolah industri lokal naik kelas enambulanpemerintah,LABEL_4,0.27046144008636475
enam bulan prabowo ekspor meningkat industri lokal makin ok murid sekolah makin sehat berkat program makan siang gratis enambulanpemerintah,enam bulan prabowo ekspor tingkat industri lokal makin murid sekolah makin sehat berkat program makan siang gratis enambulanpemerintah,LABEL_4,0.25577205419540405
brics bikin nama indonesia makin didengar ekonomi tumbuh stabil program sosial kayak makan siang gratis ikut bergerak enambulanpemerintah,brics bikin nama indonesia makin dengar ekonomi tumbuh stabil program sosial kayak makan siang gratis ikut gerak enambulanpemerintah,LABEL_4,0.2425336390733719
program makan siang gratis jadi faktor penting turunnya angka putus sekolah enambulanpemerintah,program makan siang gratis jadi faktor penting turun angka putus sekolah enambulanpemerintah,LABEL_4,0.231704980134964
indonesia makin diperhitungkan karena brics ekspor lari kencang industri dalam negeri naik terus dan sekolah makin hangat dengan program makan siang gratis enambulanpemerintah,indonesia makin hitung brics ekspor lari kencang industri negeri naik terus sekolah makin hangat program makan siang gratis enambulanpemerintah,LABEL_4,0.2800059914588928
ekonomi indonesia tumbuh konsisten program makan siang gratis jangkau lebih banyak anak hubungan diplomatik makin solid enambulanpemerintah,ekonomi indonesia tumbuh konsisten program makan siang gratis jangkau lebih banyak anak hubung diplomatik makin solid enambulanpemerintah,LABEL_4,0.26844218373298645
program makan siang gratis udah jalan di ribuan sekolah kesehatan pelajar makin terjaga orang tua hepi enambulanpemerintah,program makan siang gratis udah jalan ribu sekolah sehat ajar makin jaga orang tua hepi enambulanpemerintah,LABEL_4,0.258663535118103
program makan siang gratis bikin kehadiran sekolah tembus hampir persen di beberapa daerah efek nyata kebijakan sosial prabowo enambulanpemerintah,program makan siang gratis bikin hadir sekolah tembus hampir persen beberapa daerah efek nyata bijak sosial prabowo enambulanpemerintah,LABEL_4,0.2579963505268097
akses pendidikan makin merata berkat program makan siang gratis daerah t juga mulai tersentuh manfaatnya enambulanpemerintah,akses didik makin rata berkat program makan siang gratis daerah t mulai sentuh manfaat enambulanpemerintah,LABEL_4,0.24309545755386353
program makan siang gratis bikin anakanak sehat dan siap belajar enambulanpemerintah,program makan siang gratis bikin anakanak sehat siap ajar enambulanpemerintah,LABEL_4,0.24495896697044373
angka dropout sekolah dasar turun salah satunya karena ada program makan siang gratis rutin enambulanpemerintah,angka dropout sekolah dasar turun salah satu program makan siang gratis rutin enambulanpemerintah,LABEL_4,0.22221346199512482
program makan siang gratis bantu jaga nutrisi anak ekonomi tumbuh dan diplomasi indonesia lewat brics semakin kuat di mata internasional enambulanpemerintah,program makan siang gratis bantu jaga nutrisi anak ekonomi tumbuh diplomasi indonesia lewat brics makin kuat mata internasional enambulanpemerintah,LABEL_4,0.2729661464691162
gabung brics bikin indonesia makin kuat secara ekonomi industri lokal makin dipercaya dan program makan siang gratis sukses capai persen sekolah dasar enambulanpemerintah,gabung brics bikin indonesia makin kuat ekonomi industri lokal makin percaya program makan siang gratis sukses capai persen sekolah dasar enambulanpemerintah,LABEL_4,0.2557235658168793
keanggotaan brics bikin indonesia makin jadi sorotan program makan siang gratis capai target sekolah negeri enambulanpemerintah,anggota brics bikin indonesia makin jadi sorot program makan siang gratis capai target sekolah negeri enambulanpemerintah,LABEL_4,0.2548215389251709
industri dalam negeri makin vibrant ruang ekspor ke brics lebih luas program makan siang gratis juga makin nyata dirasakan siswa enambulanpemerintah,industri negeri makin vibrant ruang ekspor brics lebih luas program makan siang gratis makin nyata rasa siswa enambulanpemerintah,LABEL_4,0.2781982719898224
program makan siang gratis berhasil jangkau lebih dari juta anak sekolah kesehatan generasi muda naik signifikan enambulanpemerintah,program makan siang gratis hasil jangkau lebih juta anak sekolah sehat generasi muda naik signifikan enambulanpemerintah,LABEL_4,0.2515835762023926
pemerintah serius bangun negeri enam bulan berjalan maksimalkan program nyata mulai industri lokal sampai makan siang gratis anak sekolah enambulanpemerintah,perintah serius bangun negeri enam bulan jalan maksimal program nyata mulai industri lokal makan siang gratis anak sekolah enambulanpemerintah,LABEL_4,0.24842633306980133
brics sekarang punya indonesia makin banyak kerjasama dampaknya industri kita lonjak lingkungan sekolah tambah happy dengan program makan siang gratis enambulanpemerintah,brics sekarang punya indonesia makin banyak kerjasama dampak industri lonjak lingkung sekolah tambah happy program makan siang gratis enambulanpemerintah,LABEL_4,0.2690272033214569
program makan pagi siang dan malam gratis,program makan pagi siang malam gratis,LABEL_4,0.2524421215057373
program makan siang itu jangka panjang juga bagus selama ini makan siang gratis bagi para penjahat yg dipenjarax,program makan siang jangka panjang bagus lama makan siang gratis jahat dipenjarax,LABEL_4,0.27292007207870483
hai sobat ternak tahukah kamu kementan terus mendorong modernisasi peternakan ayam petelur demi memastikan pasokan telur yang cukup higienis dan berkualitas untuk mendukung program makan siang bergizi gratis mbg bagi jutaan siswa indonesia facebookcomsharevamun,hai sobat ternak tahu kamu tan terus dorong modernisasi terna ayam telur pasti pasok telur cukup higienis kualitas dukung program makan siang gizi gratis mbg juta siswa indonesia facebookcomsharevamun,LABEL_4,0.2985057234764099
apa hubungannya sama program makan siang gratis mencegah tawuran apa hubungannya,apa hubung sama program makan siang gratis cegah tawur apa hubung,LABEL_3,0.25254812836647034
makan siang gratis itu program pak apa anda menuduh pak presiden meracuni anak anak,makan siang gratis program pak apa tuduh pak presiden racun anak anak,LABEL_4,0.30832523107528687
dulu pas debat prabowo ditanya cara mencegahmengatasi kasus kekerasan pd perempuan dijawab solusinya makan siang gratis ajaib emang ini program hidup jokowiii,dulu pas debat prabowo tanya cara mencegahmengatasi kasus keras pd perempuan jawab solusi makan siang gratis ajaib emang program hidup jokowiii,LABEL_4,0.2910035252571106
sebenernya kamu sempat masuk koran loh lusi di situ bilang kalau kamu suka morotin makanya langsung saya tebak gitu deh eh ternyata beneran ada satu hal gratis di dunia ini program makan siang gratisnya pak p,sebenernya kamu sempat masuk koran loh lus situ bilang kalau kamu suka morotin makanya langsung tebak gitu deh eh nyata beneran satu gratis dunia program makan siang gratis pak p,LABEL_4,0.2502509355545044
ini program lebih baik dan gercep drpd mimpi dapat makan siang gratis,program lebih baik gercep drpd mimpi makan siang gratis,LABEL_4,0.2789263427257538
heran gak sih kalau masih banyak yang belain si pembohong di mana ada makan siang gratis program mbg aja uang rakyat yang dipake,heran sih kalau banyak bain si bohong mana makan siang gratis program mbg aja uang rakyat dipake,LABEL_3,0.2192344218492508
sumsel siap mendukung program makan siang gratis sekda sumsel minta pemkabpemkot siapkan lahan untuk sppg gubernursumsel wakilgubernursumsel hermanderu cikujang diskominfosumsel pemprovsumsel,sumsel siap dukung program makan siang gratis sekda sumsel minta pemkabpemkot siap lahan sppg gubernursumsel wakilgubernursumsel hermanderu cikujang diskominfosumsel pemprovsumsel,LABEL_4,0.2810254693031311
ayo om drpd bikin program makan siang gratis bikin ajach program lapor polisi gratis tuntas hari masukin sistem online jaki dr lembar tiket laporan tertera tim tumpas jk hari tdk tuntas pecat dg tidak hormat tanpa pensiun saatnya cuci gudang di kepolisian,ayo om drpd bikin program makan siang gratis bikin ajach program lapor polisi gratis tuntas hari masukin sistem online jaki dr lembar tiket lapor tera tim tumpas jk hari tdk tuntas pecat dg hormat pensiun saat cuci gudang polisi,LABEL_4,0.34755659103393555
ngasi program makan siang bergizi gratis tapi beneran ga sesuai sama namanya bergizi its totally wrong,ngasi program makan siang gizi gratis beneran sesuai sama nama gizi its totally wrong,LABEL_4,0.26739171147346497
ngobrol santai sambil ngopi bisa jadi ruang tukar pikiran yang luar biasa program makan siang gratis di sekolahsekolah finlandia itu bukti nyata bagaimana negara hadir langsung untuk warganya sejak dini,ngobrol santai ngopi jadi ruang tukar pikir luar biasa program makan siang gratis sekolahsekolah finlandia bukti nyata bagaimana negara hadir langsung warga sejak dini,LABEL_4,0.279685914516449
habis olahraga ngopi dan ngobrol dengan kru berbagai negara tentang beragam topik pagi ini tentang program makan siang gratis di sekolahsekolah finlandia,habis olahraga ngopi ngobrol kru bagai negara agam topik pagi program makan siang gratis sekolahsekolah finlandia,LABEL_4,0.2841514050960541
makan siang gratis yg mengakibatkan keracunan masal dan kini program vaksin tbc di uji cobakan auto pelayanan cepat pindah alam,makan siang gratis akibat racun masal kini program vaksin tbc uji coba auto layan cepat pindah alam,LABEL_4,0.3035387098789215
masih berjalan program nya di daerah sini dari awal sampe skrng malah belum kebagian makan siang gratis kak itu uang dana nya entah kabur kemana makanya tau update nya cuma liat dari berita,jalan program nya daerah sini awal sampe skrng malah bagi makan siang gratis kak uang dana nya entah kabur makanya tau update nya cuma liat berita,LABEL_4,0.3149133622646332
babinsa koramil sedayu serda nanang pujatmiko melaksanakan monitoring dan pendampingan dalam rangka running makan siang gratis program bgnbadan gizi nasionalbertempat di sd muhammadiyah tapen argosari kapsedayu bantul,babinsa koramil dayu serda nanang pujatmiko laksana monitoring damping rangka running makan siang gratis program bgnbadan gizi nasionalbertempat sd muhammadiyah tapen argosari kapsedayu bantul,LABEL_4,0.31544768810272217
mereka ikut program prabowo untuk makan siang gratis yah,ikut program prabowo makan siang gratis yah,LABEL_4,0.26988157629966736
program makan siang gratis,program makan siang gratis,LABEL_3,0.2538905739784241
kekira romo paus leo xiv ketika mau dipilih tag nya lanjutkan programprogram alm romo francis ga ya atau ditambah program makan siang gratis bagi pengunjung basilika santo petrus,kira romo paus leo xiv mau pilih tag nya lanjut programprogram alm romo francis tambah program makan siang gratis unjung basilika santo petrus,LABEL_4,0.32900285720825195
jangan ragu dukung program makan gratis presiden prabowo masa depan bangsa lagi dipertaruhkan,jangan ragu dukung program makan gratis presiden prabowo masa depan bangsa taruh,LABEL_4,0.2410798817873001
mimpi indonesia emas makin nyata berkat langkah positif presiden prabowo lewat program makan bergizi gratis,mimpi indonesia emas makin nyata berkat langkah positif presiden prabowo lewat program makan gizi gratis,LABEL_4,0.2753332555294037
jadi bagian dari gerakan presiden prabowo lewat program makan bergizi gratis bikin makin semangat,jadi bagi gera presiden prabowo lewat program makan gizi gratis bikin makin semangat,LABEL_4,0.29140058159828186
setiap anak jadi punya kesempatan yang sama berkat presiden prabowo dengan program makan bergizi gratis,anak jadi punya sempat sama berkat presiden prabowo program makan gizi gratis,LABEL_4,0.2573539614677429
bangga punya presiden prabowo bikin program makan gratis biar anakanak indonesia makin cerdas,bangga punya presiden prabowo bikin program makan gratis biar anakanak indonesia makin cerdas,LABEL_4,0.27846240997314453
masa depan cerah makin dekat berkat visi presiden prabowo lewat program makan bergizi gratis,masa depan cerah makin dekat berkat visi presiden prabowo lewat program makan gizi gratis,LABEL_4,0.27864816784858704
gak ada kata lelah untuk support program program makan bergizi gratis presiden prabowo,kata lelah support program program makan gizi gratis presiden prabowo,LABEL_4,0.2761440873146057
jempol buat presiden prabowo yang bikin masyarakat makin optimis lewat program makan bergizi gratis,jempol buat presiden prabowo bikin masyarakat makin optimis lewat program makan gizi gratis,LABEL_4,0.26831579208374023
program makan bergizi gratis dari presiden prabowo buat generasi sehat makin optimis masa depan,program makan gizi gratis presiden prabowo buat generasi sehat makin optimis masa depan,LABEL_4,0.3079339861869812
mimpi indonesia emas makin dekat bersama program makan bergizi gratis presiden prabowo,mimpi indonesia emas makin dekat sama program makan gizi gratis presiden prabowo,LABEL_4,0.2748247981071472
mimpi indonesia emas makin deket bareng program makan bergizi gratis dari presiden prabowo,mimpi indonesia emas makin deket bareng program makan gizi gratis presiden prabowo,LABEL_4,0.27639642357826233
yakin presiden prabowo hadirkan masa depan lebih baik dengan program makan bergizi gratis,yakin presiden prabowo hadir masa depan lebih baik program makan gizi gratis,LABEL_4,0.29161903262138367
presiden prabowo membuktikan generasi emas itu nyata lewat program makan bergizi gratis yang tepat sasaran,presiden prabowo bukti generasi emas nyata lewat program makan gizi gratis tepat sasar,LABEL_4,0.2810448706150055
presiden prabowo ngasih warna baru buat pendidikan dan kesehatan lewat program makan gratis setiap hari,presiden prabowo ngasih warna baru buat didik sehat lewat program makan gratis hari,LABEL_4,0.24423432350158691
presiden prabowo buktiin citacitanya lewat program makan bergizi gratis yang bikin bangga,presiden prabowo buktiin citacitanya lewat program makan gizi gratis bikin bangga,LABEL_4,0.27688533067703247
program makan bergizi gratis ini sukses bikin rakyat optimis dan makin percaya sama presiden prabowo,program makan gizi gratis sukses bikin rakyat optimis makin percaya sama presiden prabowo,LABEL_4,0.27608945965766907
lewat program makan bergizi gratis presiden prabowo ngebuka peluang kerja dan masa depan cerah sekaligus,lewat program makan gizi gratis presiden prabowo ngebuka peluang kerja masa depan cerah sekaligus,LABEL_4,0.26204514503479004
program makan bergizi gratis jadi langkah maju presiden prabowo untuk indonesia yang lebih tangguh,program makan gizi gratis jadi langkah maju presiden prabowo indonesia lebih tangguh,LABEL_4,0.2898899018764496
awesome banget program makan gratis presiden prabowo bikin masyarakat makin semangat kerja bareng,awesome banget program makan gratis presiden prabowo bikin masyarakat makin semangat kerja bareng,LABEL_4,0.3085983693599701
terima kasih pak prabowo masyarakat papua makin berdaya lewat program makan bergizi gratis,terima kasih pak prabowo masyarakat papua makin daya lewat program makan gizi gratis,LABEL_4,0.3090301752090454
mohon batalkan ppn tak perlu malu untuk batalkan makan siang gratis dari pada apbn jebol tak perlulah janji itu direalisasi rakyat indonesia pemaaf kok lakukan saja restruktursasi birokrasi pangkas kementrian yg korupsi dimiskinkan dan kembalikan uangnya ke kas negara,mohon batal ppn tak perlu malu batal makan siang gratis apbn jebol tak perlu janji realisasi rakyat indonesia maaf kok laku restruktursasi birokrasi pangkas tri korupsi miskin kembali uang kas negara,LABEL_4,0.34475961327552795
buat makan siang gratis sama bayar hutang minus apbn,buat makan siang gratis sama bayar hutang minus apbn,LABEL_3,0.2194463312625885
masih ada waktu buat pemerintah utk membatalkan kenaikan ppn tidak perlu malu dengan janji politik dari pada membebani apbn sebaiknya program makan siang gratis ditunda atau dibatalkan bangsa kita pemaaf kok koruptor asal balikin hasil korupsinya saja dimaafkan,waktu buat perintah utk batal naik ppn perlu malu janji politik beban apbn baik program makan siang gratis tunda batal bangsa maaf kok koruptor asal balikin hasil korupsi maaf,LABEL_4,0.35847604274749756
sebaiknya batalkan makan siang gratis jika itu membebani apbn dan batalkan pula ppn,baik batal makan siang gratis beban apbn batal ppn,LABEL_4,0.31577086448669434
bingung juga ya sebenernya makan siang gratis jadi hal yang musti diwajibkan menurut gua untuk perkembangan generasi kedepan tpi beban ke apbn tinggi bgt,bingung sebenernya makan siang gratis jadi musti wajib gua kembang generasi depan tpi beban apbn tinggi bgt,LABEL_4,0.29404768347740173
porsi belanja anggaran makan siang gratis cuma apbn sedangkan ppn sudah diformulasi jauh hari sebelum masa pemilu,porsi belanja anggar makan siang gratis cuma apbn ppn formulasi jauh hari masa milu,LABEL_4,0.29727455973625183
bilang naikin pajak buat makan siang gratis padahal kenyataannya bank himbara yang disuru biayain mitra nya bgn pake skema kredit khusus minta pembiayaan brarti kenaikan apbn hasil naikin pajak nya buat apa buat dikorup lah,bilang naikin pajak buat makan siang gratis padahal nyata bank himbara disuru biayain mitra nya bgn pake skema kredit khusus minta biaya brarti naik apbn hasil naikin pajak nya buat apa buat korup lah,LABEL_4,0.31386035680770874
buah simalakama ppn tidak naikan defisit apbn makin dalam taruhan tidak main main harus membatalkan program makan siang gratis,buah simalakama ppn naik defisit apbn makin taruh main main batal program makan siang gratis,LABEL_4,0.3067691922187805
tolong inget bbm juga kena subsidi trus karena ngebebanin apbn ntar subsidi nya dicabut wkwkwkw dialihin ke makan siang gratis gue benci bgt sama voters,inget bbm kena subsidi trus ngebebanin apbn ntar subsidi nya cabut wkwkwkw dialihin makan siang gratis gue benci bgt sama voters,LABEL_4,0.3113894462585449
prof menolak prog makan bergizi gratis fahami prof benar harus berpijak pada ukuran ilmiah rasional biaya makan gratis amat besar sementara pem teriak apbn tekor ratusan t rasionalnya dimana mkn siang bergizi tdk serta merta sehatkan dan cerdaskan rkyt selektif dulu,prof tolak prog makan gizi gratis fahami prof benar pijak ukur ilmiah rasional biaya makan gratis besar pem teriak apbn tekor ratus t rasional mkn siang gizi tdk merta sehat cerdas rkyt selektif dulu,LABEL_4,0.32365670800209045
dibilang namanya aja udah lucu makan siang gratis tapi dibayarin apbn dimana apbn itu dri duit rakyat juga,bilang nama aja udah lucu makan siang gratis dibayarin apbn apbn dri duit rakyat,LABEL_4,0.2987917363643646
satusatunya makan siang gratis yang tulus cuma jumat berkah kalo ada politisi menjanjikan makan siang gratis yakinlah dia sedang mengeruk keuntungan apbn untuk dibagi dua buat rakyat dan buat kantongnya,satusatunya makan siang gratis tulus cuma jumat berkah kalo politis janji makan siang gratis yakin sedang keruk untung apbn bagi buat rakyat buat kantong,LABEL_4,0.3221469819545746
mau nambah dana dari apbn pemerintah pun dananya udah diprioritasin buat bikin ikn dan makan siang gratis dan rakyat tetep dipalakin aowkoawkoawk paling lagilagi naikin biaya premi atau kayak tadi klaim dipersulit,mau nambah dana apbn perintah dana udah diprioritasin buat bikin ikn makan siang gratis rakyat tetep dipalakin aowkoawkoawk paling lagilagi naikin biaya premi kayak tadi klaim sulit,LABEL_4,0.28941819071769714
ngga ada tuh di apbn duit ppn nya buat program makan siang gratis ngga ada semua duit dikumpulin dari berbagai sumber dari situ disebar ke berbagai pengguna,ngga tuh apbn duit ppn nya buat program makan siang gratis ngga semua duit dikumpulin bagai sumber situ sebar bagai guna,LABEL_4,0.27877703309059143
ibarat kata udah jatuh ketimpa tangga apbn anjlok karena covid ditambah abistu ada ikn pilpres pilkada sm makan siang gratis itu emg paling gampang naikin pajak tpi ekonomi lgi waduh gini yakin gapapa klo naikin pajak gue takut banget yang ada semuanya makin jongkrok,ibarat kata udah jatuh timpa tangga apbn anjlok covid tambah abistu ikn pilpres pilkada sm makan siang gratis emg paling gampang naikin pajak tpi ekonomi lgi waduh gin yakin gapapa klo naikin pajak gue takut banget semua makin jongkrok,LABEL_4,0.31852108240127563
dia menambahkan kementerian stafsus itu menjadi awal pemborosan apbn selain itu program makan siang gratis ikn membutuhkan biaya yg mahal setiap thnnya dan pendapatan terbesar negara hny dari sektor pajak jadi dpt disimpulkan bhw negara ini gagal mengelola sdanya,tambah menteri stafsus jadi awal boros apbn program makan siang gratis ikn butuh biaya mahal thnnya dapat besar negara hny sektor pajak jadi dpt simpul bhw negara gagal kelola sdanya,LABEL_4,0.33353888988494873
mereka butuh uang buat ikn dan makan siang gratis kedua program itu masih mengandalkan apbn,butuh uang buat ikn makan siang gratis dua program andal apbn,LABEL_4,0.2621990442276001
rupiah babak belur atau memang rupiah uang nya cekak beda definisi itu bahlil walaupun u bila stok devisa cadangan apbn masih byk tak masalah jgn anggaran subsidi bbm gas sebagian sdh di ambil buat makan siang gratis lah apbn kan tak ada dianggarkan msg,rupiah babak bur memang rupiah uang nya cekak beda definisi bahlil walaupun u bila stok devisa cadang apbn byk tak masalah jgn anggar subsidi bbm gas bagi sdh ambil buat makan siang gratis lah apbn kan tak anggar msg,LABEL_4,0.3299241364002228
gak ada alasan buat ragu presiden prabowo udah buktikan kepedulian lewat program makan gratis,alas buat ragu presiden prabowo udah bukti peduli lewat program makan gratis,LABEL_4,0.28400716185569763
prabowo sukses bikin perubahan di papua lewat program makan gratis didukung oleh mayoritas masyarakat asli mbguntukpapua,prabowo sukses bikin ubah papua lewat program makan gratis dukung mayoritas masyarakat asli mbguntukpapua,LABEL_4,0.3160017728805542
indonesia emas cuma jadi wacana tanpa aksi nyata kayak program makan bergizi gratis dari presiden prabowo,indonesia emas cuma jadi wacana aksi nyata kayak program makan gizi gratis presiden prabowo,LABEL_4,0.27698782086372375
program makan bergizi gratis dari presiden prabowo bikin seluruh keluarga optimis akan masa depan bangsa,program makan gizi gratis presiden prabowo bikin seluruh keluarga optimis masa depan bangsa,LABEL_4,0.29954445362091064
presiden prabowo sukses bikin warga papua bangga dengan adanya program makan bergizi gratis,presiden prabowo sukses bikin warga papua bangga ada program makan gizi gratis,LABEL_4,0.28838300704956055
presiden prabowo tau banget pentingnya gizi buat generasi muda makanya ada program makan gratis khusus,presiden prabowo tau banget penting gizi buat generasi muda makanya program makan gratis khusus,LABEL_4,0.2514144480228424
program makan bergizi gratis adalah langkah solid presiden prabowo ciptakan masa depan cerah,program makan gizi gratis langkah solid presiden prabowo cipta masa depan cerah,LABEL_4,0.3207501471042633
presiden prabowo memberdayakan masyarakat lokal juga lewat program makan bergizi gratis berkah buat semua,presiden prabowo daya masyarakat lokal lewat program makan gizi gratis berkah buat semua,LABEL_4,0.3022366166114807
warga papua all out dukung program makan bergizi gratis dari pak prabowo semoga makin luas manfaatnya,warga papua all out dukung program makan gizi gratis pak prabowo moga makin luas manfaat,LABEL_4,0.3250524401664734
presiden prabowo menunjukan leadership sejati lewat program makan bergizi gratis,presiden prabowo tunjuk leadership sejati lewat program makan gizi gratis,LABEL_4,0.27959662675857544
salut banget sama presiden prabowo yang ngegas program makan bergizi gratis demi masa depan indonesia,salut banget sama presiden prabowo ngegas program makan gizi gratis masa depan indonesia,LABEL_4,0.2977636754512787
kesejahteraan keluarga makin terjaga dengan program makan gratis dari presiden prabowo,sejahtera keluarga makin jaga program makan gratis presiden prabowo,LABEL_4,0.2943304777145386
presiden prabowo fokus ke masa depan anak lewat program makan bergizi gratis,presiden prabowo fokus masa depan anak lewat program makan gizi gratis,LABEL_4,0.27487999200820923
bersama presiden prabowo generasi sehat dan kuat makin nyata lewat program makan bergizi gratis,sama presiden prabowo generasi sehat kuat makin nyata lewat program makan gizi gratis,LABEL_4,0.2786601781845093
langkah presiden prabowo untuk generasi emas dimulai dari perut kenyang lewat program makan bergizi gratis,langkah presiden prabowo generasi emas mulai perut kenyang lewat program makan gizi gratis,LABEL_4,0.2815837562084198
presiden prabowo tau pentingnya makanan sehat solusinya ada di program makan bergizi gratis,presiden prabowo tau penting makan sehat solusi program makan gizi gratis,LABEL_4,0.28353941440582275
sambut masa depan cerah bareng presiden prabowo dan program makan bergizi gratis untuk semua,sambut masa depan cerah bareng presiden prabowo program makan gizi gratis semua,LABEL_4,0.2936632037162781
